workload_id,teacher_id,date,status,teaching_hours,num_classes,country
NGA_TCH_00000843_WL_022,NGA_TCH_00000843,2025-06-30 23:15:37.616175,Present,2.0,1.0,Nigeria
NGA_TCH_00002042_WL_019,NGA_TCH_00002042,2025-06-20 23:15:42.852472,Present,2.0,5.0,Nigeria
NGA_TCH_00001702_WL_012,NGA_TCH_00001702,2025-09-21 23:15:41.331277,Absent,0.0,0.0,Nigeria
NGA_TCH_00000539_WL_045,NGA_TCH_00000539,2025-08-28 23:15:36.413569,Present,3.0,1.0,Nigeria
NGA_TCH_00001870_WL_014,NGA_TCH_00001870,2025-06-22 23:15:42.022796,Present,2.0,5.0,Nigeria
NGA_TCH_00002535_WL_009,NGA_TCH_00002535,2025-05-09 23:15:45.224614,Present,7.0,2.0,Nigeria
NGA_TCH_00002031_WL_013,NGA_TCH_00002031,2025-08-19 23:15:42.799337,Present,5.0,0.0,Nigeria
NGA_TCH_00002387_WL_016,NGA_TCH_00002387,2025-10-05 23:15:44.564669,Present,7.0,0.0,Nigeria
NGA_TCH_00002853_WL_003,NGA_TCH_00002853,2025-09-10 23:15:46.900366,Present,1.0,1.0,Nigeria
NGA_TCH_00001011_WL_015,NGA_TCH_00001011,2025-06-18 23:15:38.419699,Present,1.0,2.0,Nigeria
NGA_TCH_00001828_WL_011,NGA_TCH_00001828,2025-10-15 23:15:41.827008,Present,4.0,3.0,Nigeria
NGA_TCH_00002533_WL_042,NGA_TCH_00002533,2025-08-20 23:15:45.220531,Present,7.0,,Nigeria
NGA_TCH_00001191_WL_015,NGA_TCH_00001191,2025-09-17 23:15:39.167976,Present,3.0,4.0,Nigeria
NGA_TCH_00000556_WL_014,NGA_TCH_00000556,2025-07-26 23:15:36.470709,Present,8.0,5.0,Nigeria
NGA_TCH_00002499_WL_043,NGA_TCH_00002499,2025-07-01 23:15:45.074121,Present,6.0,2.0,Nigeria
NGA_TCH_00000772_WL_015,NGA_TCH_00000772,2025-07-02 23:15:37.341683,Present,8.0,4.0,Nigeria
NGA_TCH_00000086_WL_000,NGA_TCH_00000086,2025-06-03 23:15:34.485731,On Leave,0.0,0.0,Nigeria
NGA_TCH_00002323_WL_026,NGA_TCH_00002323,2025-05-23 23:15:44.264323,On Leave,0.0,0.0,Nigeria
NGA_TCH_00000540_WL_016,NGA_TCH_00000540,2025-06-12 23:15:36.415896,Present,0.0,4.0,Nigeria
NGA_TCH_00001555_WL_027,NGA_TCH_00001555,2025-05-22 23:15:40.731416,Present,1.0,5.0,Nigeria
NGA_TCH_00001954_WL_024,NGA_TCH_00001954,2025-05-05 23:15:42.437024,Present,7.0,5.0,Nigeria
NGA_TCH_00001699_WL_001,NGA_TCH_00001699,2025-10-11 23:15:41.316713,Present,3.0,3.0,Nigeria
NGA_TCH_00002367_WL_043,NGA_TCH_00002367,2025-06-25 23:15:44.470744,Present,8.0,2.0,Nigeria
NGA_TCH_00000992_WL_036,NGA_TCH_00000992,2025-05-02 23:15:38.340100,Present,0.0,5.0,Nigeria
NGA_TCH_00000630_WL_018,NGA_TCH_00000630,2025-10-08 23:15:36.778332,On Leave,0.0,0.0,Nigeria
NGA_TCH_00002787_WL_044,NGA_TCH_00002787,2025-08-09 23:15:46.400918,Present,6.0,,Nigeria
NGA_TCH_00002566_WL_029,NGA_TCH_00002566,2025-10-09 23:15:45.379395,Present,6.0,3.0,Nigeria
NGA_TCH_00000557_WL_021,NGA_TCH_00000557,2025-08-02 23:15:36.477068,Present,1.0,2.0,Nigeria
NGA_TCH_00001889_WL_035,NGA_TCH_00001889,2025-06-17 23:15:42.108152,On Leave,0.0,0.0,Nigeria
NGA_TCH_00000310_WL_012,NGA_TCH_00000310,2025-10-09 23:15:35.459795,Present,8.0,4.0,Nigeria
NGA_TCH_00001982_WL_009,NGA_TCH_00001982,2025-09-05 23:15:42.565606,Present,4.0,2.0,Nigeria
NGA_TCH_00002798_WL_001,NGA_TCH_00002798,2025-05-13 23:15:46.604449,Absent,0.0,0.0,Nigeria
NGA_TCH_00001802_WL_028,NGA_TCH_00001802,2025-08-07 23:15:41.731275,Present,2.0,3.0,Nigeria
NGA_TCH_00000414_WL_001,NGA_TCH_00000414,2025-05-07 23:15:35.884954,Present,3.0,1.0,Nigeria
NGA_TCH_00000124_WL_006,NGA_TCH_00000124,2025-08-07 23:15:34.648337,Present,0.0,1.0,Nigeria
NGA_TCH_00000947_WL_030,NGA_TCH_00000947,2025-05-15 23:15:38.166623,On Leave,0.0,0.0,Nigeria
NGA_TCH_00001766_WL_034,NGA_TCH_00001766,2025-09-14 23:15:41.583274,Present,5.0,2.0,Nigeria
NGA_TCH_00000080_WL_018,NGA_TCH_00000080,2025-08-15 23:15:34.464532,Present,0.0,0.0,Nigeria
NGA_TCH_00002272_WL_007,NGA_TCH_00002272,2025-09-03 23:15:44.025321,Present,2.0,5.0,Nigeria
NGA_TCH_00002116_WL_014,NGA_TCH_00002116,2025-09-10 23:15:43.181031,Present,0.0,2.0,Nigeria
NGA_TCH_00001877_WL_030,NGA_TCH_00001877,2025-06-08 23:15:42.054861,Present,7.0,2.0,Nigeria
NGA_TCH_00000131_WL_030,NGA_TCH_00000131,2025-08-03 23:15:34.676439,Present,7.0,3.0,Nigeria
NGA_TCH_00002309_WL_012,NGA_TCH_00002309,2025-05-01 23:15:44.201858,Present,1.0,3.0,Nigeria
NGA_TCH_00001179_WL_032,NGA_TCH_00001179,2025-05-10 23:15:39.119753,Present,6.0,4.0,Nigeria
NGA_TCH_00000376_WL_032,NGA_TCH_00000376,2025-05-15 23:15:35.732161,Present,4.0,3.0,Nigeria
NGA_TCH_00000660_WL_008,NGA_TCH_00000660,2025-07-26 23:15:36.891209,Present,4.0,5.0,Nigeria
NGA_TCH_00002818_WL_007,NGA_TCH_00002818,2025-04-28 23:15:46.749335,Present,7.0,5.0,Nigeria
NGA_TCH_00000013_WL_018,NGA_TCH_00000013,2025-09-09 23:15:34.193015,Present,8.0,1.0,Nigeria
NGA_TCH_00001338_WL_047,NGA_TCH_00001338,2025-04-25 23:15:39.763847,Present,1.0,2.0,Nigeria
NGA_TCH_00000853_WL_020,NGA_TCH_00000853,2025-05-31 23:15:37.684014,On Leave,0.0,0.0,Nigeria
NGA_TCH_00000709_WL_005,NGA_TCH_00000709,2025-08-12 23:15:37.092641,On Leave,0.0,0.0,Nigeria
NGA_TCH_00000331_WL_028,NGA_TCH_00000331,2025-05-10 23:15:35.550892,Present,8.0,4.0,Nigeria
NGA_TCH_00001591_WL_048,NGA_TCH_00001591,2025-07-26 23:15:40.882545,Present,7.0,3.0,Nigeria
NGA_TCH_00000502_WL_008,NGA_TCH_00000502,2025-09-24 23:15:36.251621,Present,0.0,2.0,Nigeria
NGA_TCH_00001023_WL_033,NGA_TCH_00001023,2025-10-01 23:15:38.478704,Present,5.0,1.0,Nigeria
NGA_TCH_00000609_WL_026,NGA_TCH_00000609,2025-09-24 23:15:36.689624,Present,3.0,4.0,Nigeria
NGA_TCH_00001835_WL_003,NGA_TCH_00001835,2025-10-06 23:15:41.852874,Present,6.0,5.0,Nigeria
NGA_TCH_00001063_WL_003,NGA_TCH_00001063,2025-10-03 23:15:38.641586,Training,0.0,0.0,Nigeria
NGA_TCH_00001043_WL_015,NGA_TCH_00001043,2025-07-28 23:15:38.558754,Absent,0.0,0.0,Nigeria
NGA_TCH_00000774_WL_018,NGA_TCH_00000774,2025-06-18 23:15:37.349715,Present,2.0,4.0,Nigeria
NGA_TCH_00002210_WL_023,NGA_TCH_00002210,2025-07-25 23:15:43.586151,Present,7.0,4.0,Nigeria
NGA_TCH_00000384_WL_014,NGA_TCH_00000384,2025-08-22 23:15:35.762471,Present,8.0,1.0,Nigeria
NGA_TCH_00001260_WL_046,NGA_TCH_00001260,2025-05-06 23:15:39.453968,Present,3.0,0.0,Nigeria
NGA_TCH_00002498_WL_014,NGA_TCH_00002498,2025-07-07 23:15:45.068642,Present,7.0,4.0,Nigeria
NGA_TCH_00000156_WL_012,NGA_TCH_00000156,2025-10-12 23:15:34.824123,Present,8.0,3.0,Nigeria
NGA_TCH_00002656_WL_016,NGA_TCH_00002656,2025-07-13 23:15:45.749742,Present,7.0,4.0,Nigeria
NGA_TCH_00000973_WL_010,NGA_TCH_00000973,2025-07-02 23:15:38.261667,Present,5.0,0.0,Nigeria
NGA_TCH_00002246_WL_008,NGA_TCH_00002246,2025-07-27 23:15:43.869264,Present,8.0,2.0,Nigeria
NGA_TCH_00000449_WL_027,NGA_TCH_00000449,2025-08-20 23:15:36.021837,Present,2.0,5.0,Nigeria
NGA_TCH_00002216_WL_007,NGA_TCH_00002216,2025-07-15 23:15:43.615153,Present,0.0,0.0,Nigeria
NGA_TCH_00002720_WL_003,NGA_TCH_00002720,2025-06-27 23:15:46.003567,Present,5.0,1.0,Nigeria
NGA_TCH_00000878_WL_011,NGA_TCH_00000878,2025-05-22 23:15:37.865571,Present,3.0,1.0,Nigeria
NGA_TCH_00001449_WL_024,NGA_TCH_00001449,2025-05-01 23:15:40.297774,Present,2.0,4.0,Nigeria
NGA_TCH_00001929_WL_039,NGA_TCH_00001929,2025-09-18 23:15:42.336581,Present,2.0,2.0,Nigeria
NGA_TCH_00002411_WL_034,NGA_TCH_00002411,2025-09-30 23:15:44.673541,Present,0.0,1.0,Nigeria
NGA_TCH_00002697_WL_015,NGA_TCH_00002697,2025-05-08 23:15:45.914709,Present,5.0,0.0,Nigeria
NGA_TCH_00001946_WL_015,NGA_TCH_00001946,2025-05-18 23:15:42.403133,Present,3.0,1.0,Nigeria
NGA_TCH_00000306_WL_021,NGA_TCH_00000306,2025-05-25 23:15:35.442564,Present,1.0,4.0,Nigeria
NGA_TCH_00002047_WL_007,NGA_TCH_00002047,2025-06-23 23:15:42.871231,Present,3.0,4.0,Nigeria
NGA_TCH_00002322_WL_003,NGA_TCH_00002322,2025-06-18 23:15:44.255559,Present,0.0,5.0,Nigeria
NGA_TCH_00000733_WL_017,NGA_TCH_00000733,2025-10-16 23:15:37.187955,Present,0.0,1.0,Nigeria
NGA_TCH_00001283_WL_014,NGA_TCH_00001283,2025-05-31 23:15:39.551529,Present,7.0,3.0,Nigeria
NGA_TCH_00002679_WL_006,NGA_TCH_00002679,2025-05-21 23:15:45.843789,Absent,0.0,0.0,Nigeria
NGA_TCH_00001821_WL_019,NGA_TCH_00001821,2025-04-28 23:15:41.805058,Present,5.0,1.0,Nigeria
NGA_TCH_00002174_WL_007,NGA_TCH_00002174,2025-09-13 23:15:43.419790,Present,8.0,4.0,Nigeria
NGA_TCH_00002800_WL_024,NGA_TCH_00002800,2025-08-14 23:15:46.640928,Present,1.0,4.0,Nigeria
NGA_TCH_00002788_WL_006,NGA_TCH_00002788,2025-08-28 23:15:46.402180,Present,4.0,4.0,Nigeria
NGA_TCH_00000210_WL_036,NGA_TCH_00000210,2025-05-13 23:15:35.043074,Present,3.0,,Nigeria
NGA_TCH_00000186_WL_014,NGA_TCH_00000186,2025-05-19 23:15:34.945852,Present,0.0,2.0,Nigeria
NGA_TCH_00000419_WL_017,NGA_TCH_00000419,2025-05-24 23:15:35.903745,Present,4.0,5.0,Nigeria
NGA_TCH_00002344_WL_016,NGA_TCH_00002344,2025-07-21 23:15:44.354092,Present,2.0,3.0,Nigeria
NGA_TCH_00001410_WL_018,NGA_TCH_00001410,2025-06-22 23:15:40.067521,Absent,0.0,0.0,Nigeria
NGA_TCH_00000736_WL_007,NGA_TCH_00000736,2025-09-15 23:15:37.195880,On Leave,0.0,0.0,Nigeria
NGA_TCH_00002511_WL_012,NGA_TCH_00002511,2025-07-08 23:15:45.120920,Present,3.0,1.0,Nigeria
NGA_TCH_00002068_WL_010,NGA_TCH_00002068,2025-05-28 23:15:42.966976,Present,1.0,1.0,Nigeria
NGA_TCH_00001540_WL_000,NGA_TCH_00001540,2025-09-03 23:15:40.666009,Absent,0.0,0.0,Nigeria
NGA_TCH_00001116_WL_002,NGA_TCH_00001116,2025-07-16 23:15:38.853869,Present,2.0,2.0,Nigeria
NGA_TCH_00000612_WL_027,NGA_TCH_00000612,2025-09-12 23:15:36.703159,Absent,0.0,0.0,Nigeria
NGA_TCH_00001406_WL_005,NGA_TCH_00001406,2025-09-21 23:15:40.047302,Present,5.0,0.0,Nigeria
NGA_TCH_00001493_WL_022,NGA_TCH_00001493,2025-08-01 23:15:40.482914,Present,4.0,3.0,Nigeria
NGA_TCH_00001327_WL_008,NGA_TCH_00001327,2025-06-23 23:15:39.717462,Present,6.0,4.0,Nigeria
NGA_TCH_00001416_WL_027,NGA_TCH_00001416,2025-05-06 23:15:40.089167,Present,5.0,3.0,Nigeria
NGA_TCH_00000920_WL_000,NGA_TCH_00000920,2025-06-25 23:15:38.059807,Present,5.0,2.0,Nigeria
NGA_TCH_00000569_WL_003,NGA_TCH_00000569,2025-04-25 23:15:36.522944,Present,4.0,2.0,Nigeria
NGA_TCH_00001753_WL_006,NGA_TCH_00001753,2025-07-14 23:15:41.529663,Present,1.0,3.0,Nigeria
NGA_TCH_00002592_WL_033,NGA_TCH_00002592,2025-06-07 23:15:45.494245,Present,4.0,0.0,Nigeria
NGA_TCH_00000231_WL_009,NGA_TCH_00000231,2025-10-11 23:15:35.127372,Training,0.0,0.0,Nigeria
NGA_TCH_00000547_WL_020,NGA_TCH_00000547,2025-09-22 23:15:36.439675,Present,6.0,2.0,Nigeria
NGA_TCH_00000668_WL_027,NGA_TCH_00000668,2025-10-17 23:15:36.922828,Present,1.0,0.0,Nigeria
NGA_TCH_00000850_WL_024,NGA_TCH_00000850,2025-06-18 23:15:37.643819,Training,0.0,0.0,Nigeria
NGA_TCH_00002380_WL_037,NGA_TCH_00002380,2025-09-30 23:15:44.536085,Present,7.0,2.0,Nigeria
NGA_TCH_00001296_WL_021,NGA_TCH_00001296,2025-08-16 23:15:39.603221,Present,,4.0,Nigeria
NGA_TCH_00002804_WL_007,NGA_TCH_00002804,2025-04-28 23:15:46.654765,On Leave,0.0,0.0,Nigeria
NGA_TCH_00002247_WL_032,NGA_TCH_00002247,2025-09-14 23:15:43.877254,Present,6.0,5.0,Nigeria
NGA_TCH_00002469_WL_001,NGA_TCH_00002469,2025-09-16 23:15:44.923259,Present,0.0,,Nigeria
NGA_TCH_00002375_WL_000,NGA_TCH_00002375,2025-07-07 23:15:44.512770,Present,8.0,,Nigeria
NGA_TCH_00002470_WL_013,NGA_TCH_00002470,2025-07-05 23:15:44.931319,Present,5.0,2.0,Nigeria
NGA_TCH_00002061_WL_022,NGA_TCH_00002061,2025-09-29 23:15:42.939161,Present,6.0,5.0,Nigeria
NGA_TCH_00000376_WL_025,NGA_TCH_00000376,2025-06-02 23:15:35.731289,Present,8.0,5.0,Nigeria
NGA_TCH_00002359_WL_005,NGA_TCH_00002359,2025-10-17 23:15:44.427282,Present,0.0,5.0,Nigeria
NGA_TCH_00000723_WL_017,NGA_TCH_00000723,2025-05-24 23:15:37.153731,Present,6.0,5.0,Nigeria
NGA_TCH_00001885_WL_015,NGA_TCH_00001885,2025-10-03 23:15:42.087890,Present,8.0,0.0,Nigeria
NGA_TCH_00001164_WL_002,NGA_TCH_00001164,2025-06-30 23:15:39.062670,Present,0.0,3.0,Nigeria
NGA_TCH_00002750_WL_015,NGA_TCH_00002750,2025-09-19 23:15:46.139596,Present,5.0,5.0,Nigeria
NGA_TCH_00000442_WL_036,NGA_TCH_00000442,2025-07-26 23:15:35.993968,Present,4.0,5.0,Nigeria
NGA_TCH_00001898_WL_033,NGA_TCH_00001898,2025-06-09 23:15:42.154335,Training,0.0,0.0,
NGA_TCH_00000986_WL_022,NGA_TCH_00000986,2025-06-24 23:15:38.312800,Present,6.0,3.0,Nigeria
NGA_TCH_00002384_WL_001,NGA_TCH_00002384,2025-06-01 23:15:44.550471,Present,2.0,4.0,Nigeria
NGA_TCH_00001494_WL_009,NGA_TCH_00001494,2025-10-16 23:15:40.486495,Present,3.0,2.0,Nigeria
NGA_TCH_00001536_WL_004,NGA_TCH_00001536,2025-05-09 23:15:40.647694,Present,2.0,2.0,Nigeria
NGA_TCH_00000078_WL_016,NGA_TCH_00000078,2025-06-07 23:15:34.456287,Present,1.0,4.0,Nigeria
NGA_TCH_00002150_WL_016,NGA_TCH_00002150,2025-09-28 23:15:43.310543,Present,8.0,0.0,Nigeria
NGA_TCH_00001031_WL_041,NGA_TCH_00001031,2025-09-05 23:15:38.511415,Absent,0.0,0.0,Nigeria
NGA_TCH_00001480_WL_007,NGA_TCH_00001480,2025-07-25 23:15:40.430065,Present,7.0,3.0,Nigeria
NGA_TCH_00000715_WL_012,NGA_TCH_00000715,2025-08-21 23:15:37.118840,Present,3.0,3.0,Nigeria
NGA_TCH_00002666_WL_009,NGA_TCH_00002666,2025-06-03 23:15:45.787366,Present,6.0,5.0,Nigeria
NGA_TCH_00001788_WL_008,NGA_TCH_00001788,2025-08-22 23:15:41.672013,Present,4.0,4.0,Nigeria
NGA_TCH_00002733_WL_013,NGA_TCH_00002733,2025-07-22 23:15:46.065307,Present,8.0,1.0,Nigeria
NGA_TCH_00002506_WL_001,NGA_TCH_00002506,2025-10-03 23:15:45.095532,Present,2.0,1.0,Nigeria
NGA_TCH_00000432_WL_028,NGA_TCH_00000432,2025-08-05 23:15:35.956244,Present,0.0,2.0,Nigeria
NGA_TCH_00001268_WL_011,NGA_TCH_00001268,2025-08-04 23:15:39.484619,Present,8.0,4.0,Nigeria
NGA_TCH_00000997_WL_021,NGA_TCH_00000997,2025-05-13 23:15:38.358304,Present,1.0,5.0,Nigeria
NGA_TCH_00000199_WL_045,NGA_TCH_00000199,2025-05-04 23:15:34.996028,Present,2.0,2.0,Nigeria
NGA_TCH_00001743_WL_004,NGA_TCH_00001743,2025-07-11 23:15:41.490680,On Leave,0.0,0.0,Nigeria
NGA_TCH_00000841_WL_024,NGA_TCH_00000841,2025-07-09 23:15:37.610570,Present,5.0,4.0,Nigeria
NGA_TCH_00001976_WL_014,NGA_TCH_00001976,2025-09-23 23:15:42.540003,Present,2.0,,Nigeria
NGA_TCH_00001431_WL_020,NGA_TCH_00001431,2025-10-08 23:15:40.150749,Present,2.0,0.0,
NGA_TCH_00001052_WL_001,NGA_TCH_00001052,2025-07-10 23:15:38.596023,Present,4.0,,Nigeria
NGA_TCH_00000267_WL_017,NGA_TCH_00000267,2025-07-01 23:15:35.287445,Present,2.0,2.0,Nigeria
NGA_TCH_00002532_WL_019,NGA_TCH_00002532,2025-08-25 23:15:45.213433,Present,7.0,1.0,Nigeria
NGA_TCH_00001336_WL_008,NGA_TCH_00001336,2025-09-25 23:15:39.753916,Present,6.0,0.0,Nigeria
NGA_TCH_00001262_WL_021,NGA_TCH_00001262,2025-08-13 23:15:39.461533,On Leave,0.0,0.0,Nigeria
NGA_TCH_00002491_WL_013,NGA_TCH_00002491,2025-08-24 23:15:45.036774,Present,5.0,1.0,Nigeria
NGA_TCH_00002374_WL_035,NGA_TCH_00002374,2025-08-21 23:15:44.511865,Present,6.0,4.0,Nigeria
NGA_TCH_00000715_WL_004,NGA_TCH_00000715,2025-08-28 23:15:37.117939,Present,4.0,0.0,Nigeria
NGA_TCH_00001072_WL_002,NGA_TCH_00001072,2025-09-11 23:15:38.678100,Present,0.0,0.0,Nigeria
NGA_TCH_00001209_WL_026,NGA_TCH_00001209,2025-05-28 23:15:39.244340,Present,5.0,0.0,Nigeria
NGA_TCH_00001710_WL_010,NGA_TCH_00001710,2025-06-26 23:15:41.362366,Present,3.0,4.0,Nigeria
NGA_TCH_00002479_WL_018,NGA_TCH_00002479,2025-05-19 23:15:44.976456,On Leave,0.0,0.0,Nigeria
NGA_TCH_00000757_WL_016,NGA_TCH_00000757,2025-06-09 23:15:37.283555,On Leave,0.0,0.0,Nigeria
NGA_TCH_00002086_WL_029,NGA_TCH_00002086,2025-08-02 23:15:43.046103,Present,2.0,4.0,Nigeria
NGA_TCH_00000482_WL_041,NGA_TCH_00000482,2025-10-01 23:15:36.164898,Present,5.0,5.0,Nigeria
NGA_TCH_00000084_WL_012,NGA_TCH_00000084,2025-06-12 23:15:34.479276,Present,2.0,2.0,Nigeria
NGA_TCH_00000454_WL_008,NGA_TCH_00000454,2025-10-04 23:15:36.044161,Present,2.0,2.0,Nigeria
NGA_TCH_00001392_WL_011,NGA_TCH_00001392,2025-06-02 23:15:39.986258,On Leave,0.0,0.0,Nigeria
NGA_TCH_00001760_WL_005,NGA_TCH_00001760,2025-10-17 23:15:41.556274,Present,7.0,1.0,Nigeria
NGA_TCH_00000070_WL_020,NGA_TCH_00000070,2025-06-04 23:15:34.427626,Present,5.0,0.0,Nigeria
NGA_TCH_00000608_WL_026,NGA_TCH_00000608,2025-06-15 23:15:36.685770,Present,0.0,4.0,Nigeria
NGA_TCH_00001983_WL_006,NGA_TCH_00001983,2025-05-29 23:15:42.568788,Present,4.0,5.0,Nigeria
NGA_TCH_00001683_WL_037,NGA_TCH_00001683,2025-06-04 23:15:41.255393,Present,1.0,5.0,Nigeria
NGA_TCH_00001640_WL_002,NGA_TCH_00001640,2025-06-25 23:15:41.077423,Present,8.0,2.0,Nigeria
NGA_TCH_00001587_WL_021,NGA_TCH_00001587,2025-08-27 23:15:40.862267,Present,7.0,4.0,Nigeria
NGA_TCH_00000497_WL_022,NGA_TCH_00000497,2025-04-29 23:15:36.229969,On Leave,0.0,0.0,Nigeria
NGA_TCH_00002446_WL_017,NGA_TCH_00002446,2025-08-25 23:15:44.820409,Present,1.0,0.0,Nigeria
NGA_TCH_00001655_WL_023,NGA_TCH_00001655,2025-08-21 23:15:41.137978,Present,1.0,2.0,Nigeria
NGA_TCH_00002079_WL_008,NGA_TCH_00002079,2025-08-16 23:15:43.012153,Present,8.0,4.0,Nigeria
NGA_TCH_00001751_WL_027,NGA_TCH_00001751,2025-06-20 23:15:41.521956,Present,0.0,1.0,Nigeria
NGA_TCH_00000908_WL_009,NGA_TCH_00000908,2025-04-30 23:15:38.007760,Present,0.0,2.0,Nigeria
NGA_TCH_00001268_WL_022,NGA_TCH_00001268,2025-05-22 23:15:39.485961,Present,3.0,2.0,Nigeria
NGA_TCH_00000451_WL_037,NGA_TCH_00000451,2025-08-16 23:15:36.034040,Present,1.0,4.0,Nigeria
NGA_TCH_00000248_WL_009,NGA_TCH_00000248,2025-10-01 23:15:35.208187,Present,2.0,0.0,Nigeria
NGA_TCH_00000121_WL_008,NGA_TCH_00000121,2025-06-03 23:15:34.637914,Present,7.0,0.0,Nigeria
NGA_TCH_00002636_WL_032,NGA_TCH_00002636,2025-05-26 23:15:45.669149,Present,1.0,5.0,Nigeria
NGA_TCH_00001427_WL_032,NGA_TCH_00001427,2025-10-03 23:15:40.134700,Present,4.0,0.0,Nigeria
NGA_TCH_00001276_WL_019,NGA_TCH_00001276,2025-08-12 23:15:39.519902,Present,0.0,0.0,Nigeria
NGA_TCH_00001869_WL_035,NGA_TCH_00001869,2025-07-29 23:15:42.021056,Present,0.0,4.0,Nigeria
NGA_TCH_00000839_WL_008,NGA_TCH_00000839,2025-05-12 23:15:37.602175,Absent,0.0,0.0,Nigeria
NGA_TCH_00000653_WL_017,NGA_TCH_00000653,2025-09-13 23:15:36.867089,Present,7.0,3.0,Nigeria
NGA_TCH_00001437_WL_003,NGA_TCH_00001437,2025-08-03 23:15:40.172888,Present,0.0,5.0,Nigeria
NGA_TCH_00001592_WL_004,NGA_TCH_00001592,2025-09-05 23:15:40.883311,Present,3.0,1.0,Nigeria
NGA_TCH_00001599_WL_025,NGA_TCH_00001599,2025-07-02 23:15:40.910874,Present,2.0,2.0,Nigeria
NGA_TCH_00000210_WL_013,NGA_TCH_00000210,2025-05-05 23:15:35.040212,Present,0.0,2.0,Nigeria
NGA_TCH_00000550_WL_023,NGA_TCH_00000550,2025-10-07 23:15:36.450240,Present,1.0,1.0,Nigeria
NGA_TCH_00001430_WL_036,NGA_TCH_00001430,2025-05-21 23:15:40.148017,Present,4.0,1.0,Nigeria
NGA_TCH_00002746_WL_002,NGA_TCH_00002746,2025-04-27 23:15:46.122460,Present,0.0,0.0,Nigeria
NGA_TCH_00001660_WL_012,NGA_TCH_00001660,2025-07-26 23:15:41.159769,Present,8.0,1.0,Nigeria
NGA_TCH_00001440_WL_019,NGA_TCH_00001440,2025-05-18 23:15:40.255707,Present,4.0,1.0,Nigeria
NGA_TCH_00002523_WL_030,NGA_TCH_00002523,2025-08-15 23:15:45.171904,Present,2.0,4.0,Nigeria
NGA_TCH_00002268_WL_043,NGA_TCH_00002268,2025-07-15 23:15:44.007419,Present,2.0,4.0,Nigeria
NGA_TCH_00001890_WL_018,NGA_TCH_00001890,2025-06-10 23:15:42.111172,Present,3.0,5.0,Nigeria
NGA_TCH_00001460_WL_032,NGA_TCH_00001460,2025-08-13 23:15:40.349737,Present,5.0,1.0,Nigeria
NGA_TCH_00000728_WL_013,NGA_TCH_00000728,2025-06-08 23:15:37.169127,Present,0.0,5.0,Nigeria
NGA_TCH_00002079_WL_017,NGA_TCH_00002079,2025-08-03 23:15:43.013031,Present,0.0,0.0,Nigeria
NGA_TCH_00002460_WL_022,NGA_TCH_00002460,2025-08-19 23:15:44.882215,Present,0.0,4.0,Nigeria
NGA_TCH_00002354_WL_027,NGA_TCH_00002354,2025-06-03 23:15:44.407742,Present,6.0,3.0,Nigeria
NGA_TCH_00002288_WL_020,NGA_TCH_00002288,2025-04-26 23:15:44.110794,On Leave,0.0,0.0,Nigeria
NGA_TCH_00000854_WL_025,NGA_TCH_00000854,2025-07-03 23:15:37.718077,Present,7.0,4.0,Nigeria
NGA_TCH_00002810_WL_027,NGA_TCH_00002810,2025-09-12 23:15:46.681888,Present,2.0,4.0,Nigeria
NGA_TCH_00002802_WL_010,NGA_TCH_00002802,2025-09-19 23:15:46.649531,Present,1.0,4.0,Nigeria
NGA_TCH_00001684_WL_024,NGA_TCH_00001684,2025-08-06 23:15:41.260190,Present,6.0,2.0,Nigeria
NGA_TCH_00001568_WL_019,NGA_TCH_00001568,2025-04-25 23:15:40.782327,Present,6.0,4.0,Nigeria
NGA_TCH_00002690_WL_002,NGA_TCH_00002690,2025-07-27 23:15:45.887199,Present,0.0,0.0,
NGA_TCH_00002030_WL_010,NGA_TCH_00002030,2025-06-11 23:15:42.792917,Present,3.0,3.0,Nigeria
NGA_TCH_00001696_WL_035,NGA_TCH_00001696,2025-06-05 23:15:41.308815,Training,0.0,0.0,Nigeria
NGA_TCH_00000348_WL_015,NGA_TCH_00000348,2025-06-08 23:15:35.620220,Present,7.0,1.0,Nigeria
NGA_TCH_00002530_WL_023,NGA_TCH_00002530,2025-09-23 23:15:45.202980,Present,1.0,3.0,Nigeria
NGA_TCH_00000898_WL_010,NGA_TCH_00000898,2025-09-13 23:15:37.967853,Training,0.0,0.0,Nigeria
NGA_TCH_00000076_WL_016,NGA_TCH_00000076,2025-07-14 23:15:34.451118,Present,8.0,3.0,Nigeria
NGA_TCH_00001505_WL_008,NGA_TCH_00001505,2025-08-08 23:15:40.530163,Present,8.0,,Nigeria
NGA_TCH_00002392_WL_001,NGA_TCH_00002392,2025-05-18 23:15:44.585703,Present,4.0,5.0,Nigeria
NGA_TCH_00002039_WL_026,NGA_TCH_00002039,2025-06-12 23:15:42.839429,Present,8.0,3.0,Nigeria
NGA_TCH_00000335_WL_028,NGA_TCH_00000335,2025-06-27 23:15:35.569352,Present,2.0,5.0,Nigeria
NGA_TCH_00002022_WL_004,NGA_TCH_00002022,2025-10-10 23:15:42.756102,On Leave,0.0,0.0,Nigeria
NGA_TCH_00002045_WL_041,NGA_TCH_00002045,2025-10-11 23:15:42.865973,Present,2.0,2.0,Nigeria
NGA_TCH_00000173_WL_017,NGA_TCH_00000173,2025-09-21 23:15:34.896321,On Leave,0.0,0.0,Nigeria
